,SalePrice,OverallQual,OverallCond,BedroomAbvGr,TotRmsAbvGrd,GrLivArea,TotalBsmtSF,YearBuilt,MSZoning,Utilities,BldgType
802,189000,7,5,3,7,1456,728,2005,RL,AllPub,1Fam
803,582933,9,5,4,12,2822,1734,2008,RL,AllPub,1Fam
804,118000,5,5,2,5,1128,936,1954,RL,AllPub,1Fam
805,227680,7,5,3,6,1428,1417,2008,RL,AllPub,1Fam
806,135500,5,5,3,6,980,980,1967,RL,AllPub,1Fam
807,223500,5,6,3,6,1576,1324,1923,RL,AllPub,1Fam
808,159950,5,5,3,6,1086,1024,1966,RL,AllPub,1Fam
809,106000,5,5,2,11,2138,849,1898,RM,AllPub,1Fam
810,181000,6,6,3,5,1309,1040,1974,RL,AllPub,1Fam
811,144500,6,5,1,4,848,848,2004,RM,AllPub,TwnhsE
812,55993,5,5,2,4,1044,540,1952,C (all),AllPub,1Fam
813,157900,6,6,4,7,1442,1442,1958,RL,AllPub,1Fam
814,116000,5,7,3,7,1250,686,1918,RL,AllPub,1Fam
815,224900,7,5,3,6,1661,1649,1998,RL,AllPub,1Fam
816,137000,5,6,2,4,1008,1008,1954,RL,AllPub,1Fam
817,271000,8,5,3,7,1689,1568,2002,RL,AllPub,1Fam
818,155000,6,7,3,6,1052,1010,1971,RL,AllPub,1Fam
819,224000,7,5,2,6,1358,1358,2009,RL,AllPub,TwnhsE
820,183000,7,5,3,6,1640,798,2003,RL,AllPub,1Fam
821,93000,4,4,2,4,936,936,1953,RM,AllPub,2fmCon
822,225000,7,5,3,7,1733,847,2003,RL,AllPub,1Fam
823,139500,6,7,3,7,1489,778,1940,RL,AllPub,1Fam
824,232600,8,5,3,7,1489,1489,2006,FV,AllPub,1Fam
825,385000,10,5,2,7,2084,2078,2007,RL,AllPub,1Fam
826,109500,5,6,2,5,784,784,1924,RM,AllPub,1Fam
827,189000,7,5,3,6,1434,1454,2001,RL,AllPub,1Fam
828,185000,5,5,3,7,2126,1013,1967,RL,AllPub,1Fam
829,147400,7,5,2,4,1223,600,2005,FV,AllPub,Twnhs
830,166000,6,5,3,6,1392,1392,1957,RL,AllPub,1Fam
831,151000,7,5,2,4,1200,600,2005,FV,AllPub,TwnhsE
832,237000,7,6,3,7,1829,941,2003,RL,AllPub,1Fam
833,167000,6,6,3,6,1516,1516,1964,RL,AllPub,1Fam
834,139950,5,6,3,6,1144,1144,1961,RL,AllPub,1Fam
835,128000,4,7,2,4,1067,1067,1950,RL,AllPub,1Fam
836,153500,5,6,2,5,1559,1559,1948,RM,AllPub,1Fam
837,100000,6,5,2,5,987,483,1973,RM,AllPub,Twnhs
838,144000,5,6,3,6,1099,1099,1995,RL,AllPub,1Fam
839,130500,5,6,3,6,1200,768,1946,RL,AllPub,1Fam
840,140000,6,8,4,7,1482,672,1925,RH,AllPub,1Fam
841,157500,5,8,3,8,1539,650,1904,RM,AllPub,1Fam
842,174900,6,7,3,6,1165,1127,1966,RL,AllPub,1Fam
843,141000,5,4,6,10,1800,1800,1961,RL,AllPub,Duplex
844,153900,5,8,4,7,1416,876,1915,RM,AllPub,1Fam
845,171000,5,5,3,6,1701,1390,1975,RL,AllPub,1Fam
846,213000,7,5,3,7,1775,740,1993,RL,AllPub,1Fam
847,133500,5,6,3,5,864,864,1972,RL,AllPub,1Fam
848,240000,6,8,5,10,2358,907,1908,RL,AllPub,1Fam
849,187000,6,7,3,7,1855,528,1976,RL,AllPub,1Fam
850,131500,6,5,1,3,848,848,2003,RM,AllPub,TwnhsE
851,215000,8,5,2,7,1456,1273,2003,RL,AllPub,TwnhsE
852,164000,7,5,4,7,1646,918,1941,RL,AllPub,1Fam
853,158000,6,6,3,7,1445,1127,1964,RL,AllPub,1Fam
854,170000,5,4,3,6,1779,1763,1955,RL,AllPub,1Fam
855,127000,5,8,3,6,1040,1040,1962,RL,AllPub,1Fam
856,147000,6,6,3,5,1026,940,1978,RL,AllPub,1Fam
857,174000,6,5,3,6,1481,702,1994,RL,AllPub,1Fam
858,152000,7,5,3,6,1370,1090,1976,RL,AllPub,1Fam
859,250000,6,7,4,9,2654,1054,1968,RL,AllPub,1Fam
860,189950,7,8,3,7,1426,912,1918,RL,AllPub,1Fam
861,131500,5,4,3,6,1039,1039,1965,RL,AllPub,2fmCon
862,152000,6,5,3,6,1097,1040,1984,RL,AllPub,1Fam
863,132500,5,5,3,6,1148,1148,1959,RL,AllPub,1Fam
864,250580,7,5,3,6,1372,1372,2007,FV,AllPub,1Fam
865,148500,5,6,3,5,1002,1002,1970,RL,AllPub,1Fam
866,248900,8,5,3,6,1646,1638,2006,RL,AllPub,1Fam
867,129000,4,5,3,5,1120,1040,1961,RL,AllPub,1Fam
868,169000,5,6,2,7,2320,0,1948,RL,AllPub,1Fam
869,236000,7,5,3,8,1949,1050,1993,RL,AllPub,1Fam
870,109500,5,5,2,5,894,894,1962,RL,AllPub,1Fam
871,200500,6,5,3,7,1682,804,1998,RL,AllPub,1Fam
872,116000,5,7,3,5,910,105,1953,RL,AllPub,1Fam
873,133000,5,7,3,6,1268,832,1949,RL,AllPub,1Fam
874,66500,5,6,3,5,1131,676,1941,RM,AllPub,1Fam
875,303477,8,5,4,11,2610,1184,2007,FV,AllPub,1Fam
876,132250,4,5,3,5,1040,1064,1963,RL,AllPub,1Fam
877,350000,9,5,4,10,2224,1462,2004,RL,AllPub,1Fam
878,148000,5,7,3,6,1155,1109,1961,RL,AllPub,1Fam
879,136500,5,8,3,6,864,864,1978,RL,AllPub,1Fam
880,157000,5,5,2,5,1090,1090,2005,RL,AllPub,1Fam
881,187500,7,5,3,7,1717,1156,1990,RL,AllPub,1Fam
882,178000,6,5,3,7,1593,808,1992,RL,AllPub,1Fam
883,118500,4,5,5,10,2230,795,1912,RL,AllPub,1Fam
884,100000,5,5,3,5,892,892,1967,RL,AllPub,1Fam
885,328900,9,5,2,5,1709,1698,1999,FV,AllPub,TwnhsE
886,145000,5,5,4,8,1712,1626,1959,RL,AllPub,Duplex
887,135500,5,7,3,8,1393,816,1955,RL,AllPub,1Fam
888,268000,8,6,4,8,2217,2217,1970,RL,AllPub,1Fam
889,149500,6,4,2,6,1505,1505,1953,RL,AllPub,1Fam
890,122900,5,7,3,6,924,672,1949,RL,AllPub,1Fam
891,172500,6,5,3,7,1683,918,1978,RL,AllPub,1Fam
892,154500,6,8,3,6,1068,1059,1963,RL,AllPub,1Fam
893,165000,5,5,3,6,1383,1383,1954,RL,AllPub,1Fam
894,118858,5,5,4,8,1535,0,1979,RL,AllPub,Duplex
895,140000,6,5,4,8,1796,780,1963,RL,AllPub,1Fam
896,106500,4,6,2,6,951,951,1936,RM,AllPub,1Fam
897,142953,5,5,6,12,2240,0,1979,RL,AllPub,Duplex
898,611657,9,5,2,11,2364,2330,2009,RL,AllPub,1Fam
899,135000,5,7,3,6,1236,912,1961,RL,AllPub,1Fam
900,110000,4,6,2,4,858,858,1971,RL,AllPub,1Fam
901,153000,5,7,2,5,1306,992,1957,RL,AllPub,1Fam
902,180000,7,5,3,8,1509,783,2003,RL,AllPub,1Fam
903,240000,7,5,3,7,1670,1670,2006,RL,AllPub,1Fam
904,125500,5,6,3,6,902,876,1967,RL,AllPub,1Fam
905,128000,5,5,3,6,1063,1056,1954,RL,AllPub,1Fam
906,255000,8,5,3,8,1636,1623,2006,RL,AllPub,1Fam
907,250000,7,7,3,6,2057,1017,1936,RL,AllPub,1Fam
908,131000,5,5,2,5,902,864,1983,RL,AllPub,1Fam
909,174000,6,5,3,8,1484,742,2005,RL,AllPub,1Fam
910,154300,5,5,5,12,2274,1105,1960,RL,AllPub,Duplex
911,143500,5,7,3,5,1268,1268,1977,RL,AllPub,1Fam
912,88000,5,7,3,6,1015,768,1925,RM,AllPub,1Fam
913,145000,5,6,4,8,2002,1001,1949,RH,AllPub,Duplex
914,173733,6,5,2,4,1224,612,2009,FV,AllPub,TwnhsE
915,75000,4,5,3,6,1092,546,1970,RM,AllPub,Twnhs
916,35311,2,3,1,4,480,480,1949,C (all),AllPub,1Fam
917,135000,4,6,3,6,1229,1134,1956,RL,AllPub,1Fam
918,238000,7,5,4,8,2127,1104,1991,RL,AllPub,1Fam
919,176500,6,8,3,6,1414,1184,1958,RL,AllPub,1Fam
920,201000,6,5,3,7,1721,928,1994,RL,AllPub,1Fam
921,145900,5,7,4,9,2200,1272,1900,RL,AllPub,Duplex
922,169990,6,5,3,6,1316,1316,2005,RL,AllPub,1Fam
923,193000,6,5,2,5,1617,1604,1993,RL,AllPub,TwnhsE
924,207500,6,6,3,7,1686,1686,1980,RL,AllPub,1Fam
925,175000,5,6,3,6,1126,1126,1977,RL,AllPub,1Fam
926,285000,8,5,4,10,2374,1181,2003,RL,AllPub,1Fam
927,176000,7,5,4,9,1978,832,1968,RL,AllPub,1Fam
928,236500,8,5,3,7,1788,1753,2001,RL,AllPub,1Fam
929,222000,7,5,4,8,2236,964,1997,RL,AllPub,1Fam
930,201000,8,5,3,7,1466,1466,2007,RL,AllPub,1Fam
931,117500,5,6,2,5,925,925,1965,RL,AllPub,1Fam
932,320000,9,5,3,8,1905,1905,2006,RL,AllPub,1Fam
933,190000,7,5,3,6,1500,1500,2004,RL,AllPub,1Fam
934,242000,7,7,4,9,2069,585,1960,RL,AllPub,1Fam
935,79900,4,5,1,5,747,600,1926,RL,AllPub,1Fam
936,184900,7,5,2,5,1200,1176,2003,RL,AllPub,1Fam
937,253000,7,5,3,8,1971,1113,2005,RL,AllPub,1Fam
938,239799,7,5,3,7,1962,1391,2006,RL,AllPub,1Fam
939,244400,7,7,4,10,2403,1032,1940,RL,AllPub,1Fam
940,150900,6,5,4,8,1728,1728,1976,RL,AllPub,Duplex
941,214000,7,5,3,8,2060,992,1999,RL,AllPub,1Fam
942,150000,4,3,4,8,1440,1440,1977,RL,AllPub,Duplex
943,143000,5,4,4,8,1632,1632,1967,RL,AllPub,Duplex
944,137500,6,6,3,7,1344,819,1958,RL,NoSeWa,1Fam
945,124900,5,6,2,7,1869,1088,1890,RM,AllPub,1Fam
946,143000,5,6,3,6,1144,1144,1959,RL,AllPub,1Fam
947,270000,8,5,3,9,1629,1616,2002,RL,AllPub,1Fam
948,192500,7,5,3,7,1776,936,2002,RL,AllPub,1Fam
949,197500,6,7,3,5,1381,1161,1972,RL,AllPub,1Fam
950,129000,5,8,3,5,864,864,1950,RL,AllPub,1Fam
951,119900,5,5,3,6,965,828,1965,RH,AllPub,1Fam
952,133900,5,8,2,5,768,768,1972,RL,AllPub,1Fam
953,172000,5,4,4,7,1968,784,1969,RL,AllPub,1Fam
954,127500,6,5,4,4,980,945,1975,RL,AllPub,Duplex
955,145000,6,6,4,8,1958,979,1946,RH,AllPub,Duplex
956,124000,6,6,2,5,1229,561,1980,RM,AllPub,TwnhsE
957,132000,5,5,3,6,1057,1057,1962,RL,AllPub,1Fam
958,185000,7,5,3,6,1337,1337,2003,RL,AllPub,1Fam
959,155000,7,5,3,6,1416,696,1999,FV,AllPub,Twnhs
960,116500,5,7,2,4,858,858,1958,RL,AllPub,1Fam
961,272000,6,7,4,11,2872,1330,1977,RL,AllPub,1Fam
962,155000,6,6,3,7,1548,804,1976,RL,AllPub,TwnhsE
963,239000,9,5,2,7,1800,1800,2007,RL,AllPub,1Fam
964,214900,7,5,4,8,1894,817,2002,RL,AllPub,1Fam
965,178900,6,5,3,8,1484,783,2005,RL,AllPub,1Fam
966,160000,5,7,2,7,1308,728,1940,RL,AllPub,1Fam
967,135000,5,7,3,6,1098,1098,1955,RL,AllPub,1Fam
968,37900,3,6,2,6,968,600,1910,RM,AllPub,1Fam
969,140000,6,5,2,6,1095,588,1958,RL,AllPub,2fmCon
970,135000,4,4,4,6,1192,720,1949,RL,AllPub,1Fam
971,173000,7,5,2,6,1626,764,2003,RL,AllPub,Twnhs
972,99500,6,5,2,5,918,918,1979,RL,AllPub,TwnhsE
973,182000,7,5,3,6,1428,1428,2007,FV,AllPub,1Fam
974,167500,7,8,3,8,2019,728,1910,RL,AllPub,1Fam
975,165000,7,5,3,6,1382,673,2000,FV,AllPub,Twnhs
976,85500,4,7,2,4,869,440,1923,RL,AllPub,1Fam
977,199900,7,5,1,4,1241,1241,2006,FV,AllPub,TwnhsE
978,110000,4,5,3,5,894,894,1954,RL,AllPub,1Fam
979,139000,5,6,3,5,1121,1121,1963,RL,AllPub,1Fam
980,178400,7,9,3,6,999,944,1961,RL,AllPub,1Fam
981,336000,8,5,4,8,2612,1225,1998,RL,AllPub,1Fam
982,159895,7,5,2,6,1266,1266,2007,RL,AllPub,1Fam
983,255900,8,5,4,9,2290,1128,2002,RL,AllPub,1Fam
984,126000,5,5,4,8,1734,0,1977,RL,AllPub,Duplex
985,125000,5,5,3,5,1164,1164,1950,RL,AllPub,2fmCon
986,117000,6,8,2,5,1635,485,1910,RM,AllPub,1Fam
987,395192,9,5,3,8,1940,1930,2009,RL,AllPub,1Fam
988,195000,6,6,4,8,2030,848,1976,RL,AllPub,1Fam
989,197000,7,5,3,6,1576,770,2006,FV,AllPub,1Fam
990,348000,8,5,3,7,2392,1396,1997,RL,AllPub,1Fam
991,168000,8,9,4,8,1742,916,1882,RM,AllPub,1Fam
992,187000,6,8,3,7,1851,822,1964,RL,AllPub,1Fam
993,173900,6,5,3,6,1500,750,2005,RL,AllPub,1Fam
994,337500,10,5,3,7,1718,1700,2006,RL,AllPub,1Fam
995,121600,4,7,3,5,1230,747,1946,RL,AllPub,1Fam
996,136500,5,6,3,6,1050,1050,1961,RL,AllPub,1Fam
997,185000,6,6,2,6,1442,1442,1970,RL,AllPub,1Fam
998,91000,3,4,3,6,1077,1007,1922,RM,AllPub,1Fam
999,206000,7,5,2,6,1208,1187,2006,RL,AllPub,1Fam
1000,82000,3,3,2,4,944,0,1952,RL,AllPub,1Fam
1001,86000,5,6,2,4,691,691,1920,RL,AllPub,1Fam
1002,232000,8,5,3,7,1574,1574,2006,RL,AllPub,1Fam
1003,136905,5,6,4,8,1680,1680,1976,RL,AllPub,Duplex
1004,181000,7,5,1,7,1504,1346,2005,RL,AllPub,TwnhsE
1005,149900,5,8,3,6,985,985,1977,RL,AllPub,1Fam
1006,163500,6,3,3,7,1657,1657,1970,RL,AllPub,1Fam
1007,88000,4,4,3,6,1092,546,1970,RM,AllPub,TwnhsE
1008,240000,7,5,3,7,1710,1710,2004,RL,AllPub,1Fam
1009,102000,5,5,4,7,1522,1008,1926,RL,AllPub,1Fam
1010,135000,5,5,4,7,1271,720,1948,RL,AllPub,1Fam
1011,100000,5,5,4,8,1664,0,1965,RL,AllPub,Duplex
1012,165000,6,7,3,7,1502,602,1923,RL,AllPub,1Fam
1013,85000,5,4,2,4,1022,1022,1910,RM,AllPub,1Fam
1014,119200,6,5,2,5,1082,1082,1948,RL,AllPub,1Fam
1015,227000,8,6,3,6,1665,810,2001,RL,AllPub,1Fam
1016,203000,7,5,3,6,1504,1504,1996,RL,AllPub,1Fam
1017,187500,8,5,1,4,1360,1220,1984,RL,AllPub,TwnhsE
1018,160000,7,5,3,7,1472,384,1991,RL,AllPub,1Fam
1019,213490,7,5,2,6,1506,1362,2005,RL,AllPub,TwnhsE
1020,176000,4,5,2,5,1132,1132,2005,RL,AllPub,1Fam
1021,194000,7,5,2,6,1220,1199,2006,RL,AllPub,1Fam
1022,87000,5,5,2,6,1248,912,1930,RM,AllPub,1Fam
1023,191000,7,5,2,7,1504,1346,2005,RL,AllPub,TwnhsE
1024,287000,8,6,2,10,2898,1565,1976,RL,AllPub,1Fam
1025,112500,5,5,3,5,882,882,1972,RL,AllPub,1Fam
1026,167500,5,5,3,6,1264,1268,1960,RL,AllPub,1Fam
1027,293077,8,5,3,7,1646,1638,2007,RL,AllPub,1Fam
1028,105000,5,5,3,6,1376,768,1941,RL,AllPub,1Fam
1029,118000,6,7,3,7,1218,672,1972,RM,AllPub,Twnhs
1030,160000,5,8,5,10,1928,686,1916,RH,AllPub,2fmCon
1031,197000,7,3,5,12,3082,824,1920,RL,AllPub,1Fam
1032,310000,8,7,5,10,2520,1338,1993,RL,AllPub,1Fam
1033,230000,7,5,3,6,1654,1654,2002,RL,AllPub,1Fam
1034,119750,5,7,2,5,954,920,1938,RL,AllPub,1Fam
1035,84000,4,3,3,5,845,0,1957,RL,AllPub,1Fam
1036,315500,9,5,2,6,1620,1620,2007,RL,AllPub,1Fam
1037,287000,8,5,3,7,2263,1055,2001,RL,AllPub,1Fam
1038,97000,4,6,3,6,1344,546,1970,RM,AllPub,Twnhs
1039,80000,4,4,1,3,630,630,1970,RM,AllPub,TwnhsE
1040,155000,5,4,3,8,1803,1134,1957,RL,AllPub,1Fam
1041,173000,6,8,4,7,1632,800,1966,RL,AllPub,1Fam
1042,196000,6,5,1,5,1306,1306,2005,RL,AllPub,Twnhs
1043,262280,7,5,4,10,2329,1475,1990,RL,AllPub,1Fam
1044,278000,8,5,4,9,2524,2524,1981,RL,AllPub,1Fam
1045,139600,3,5,4,8,1733,0,1955,RL,AllPub,1Fam
1046,556581,9,5,4,11,2868,1992,2005,RL,AllPub,1Fam
1047,145000,5,5,3,5,990,990,1994,RL,AllPub,1Fam
1048,115000,5,4,3,9,1771,0,1960,RL,AllPub,1Fam
1049,84900,4,7,2,6,930,0,1946,RL,AllPub,1Fam
1050,176485,7,5,3,6,1302,1302,2007,RL,AllPub,1Fam
1051,200141,7,5,3,6,1316,1316,2007,RL,AllPub,1Fam
1052,165000,6,6,4,9,1977,816,1964,RL,AllPub,1Fam
1053,144500,5,6,4,7,1526,1216,1957,RL,AllPub,1Fam
1054,255000,8,5,3,7,1989,1065,2002,RL,AllPub,1Fam
1055,180000,6,5,3,7,1523,1193,1976,RL,AllPub,1Fam
1056,185850,7,5,2,6,1364,1364,2005,RL,AllPub,TwnhsE
1057,248000,7,6,3,7,1850,973,1994,RL,AllPub,1Fam
1058,335000,9,5,3,10,2184,1104,2008,RL,AllPub,1Fam
1059,220000,6,7,3,7,1991,854,1932,RL,AllPub,1Fam
1060,213500,8,5,2,6,1338,1338,2001,RL,AllPub,TwnhsE
1061,81000,3,4,2,6,894,894,1935,C (all),AllPub,1Fam
1062,90000,5,5,5,10,2337,662,1900,RM,AllPub,2fmCon
1063,110500,6,6,2,5,1103,1103,1925,RM,AllPub,1Fam
1064,154000,5,6,3,6,1154,1154,1966,RL,AllPub,1Fam
1065,328000,7,5,3,7,2260,1306,1996,RL,AllPub,1Fam
1066,178000,6,7,3,7,1571,799,1993,RL,AllPub,1Fam
1067,167900,6,6,4,7,1611,780,1964,RL,AllPub,1Fam
1068,151400,6,4,5,10,2521,942,1973,RM,AllPub,TwnhsE
1069,135000,5,7,2,4,893,845,1949,RL,AllPub,1Fam
1070,135000,5,5,3,6,1048,1048,1956,RL,AllPub,1Fam
1071,154000,6,6,4,8,1556,727,1968,RL,AllPub,1Fam
1072,91500,5,3,4,7,1456,810,1948,RL,AllPub,1Fam
1073,159500,6,6,3,6,1426,690,1977,RL,AllPub,1Fam
1074,194000,7,5,2,5,1240,1240,2006,RL,AllPub,1Fam
1075,219500,7,6,3,6,1740,800,1940,RL,AllPub,1Fam
1076,170000,5,8,3,7,1466,796,1936,RL,AllPub,1Fam
1077,138800,5,5,3,6,1096,1096,1969,RL,AllPub,1Fam
1078,155900,6,5,1,3,848,848,2004,RM,AllPub,TwnhsE
1079,126000,5,5,3,5,990,990,1994,RL,AllPub,1Fam
1080,145000,6,7,3,5,1258,1258,1971,RL,AllPub,1Fam
1081,133000,5,5,3,5,1040,1040,1963,RL,AllPub,1Fam
1082,192000,7,5,3,6,1459,1459,2002,RL,AllPub,1Fam
1083,160000,6,6,3,6,1251,1251,1964,RL,AllPub,1Fam
1084,187500,6,5,3,6,1498,691,1995,RL,AllPub,1Fam
1085,147000,6,6,2,5,996,936,1992,RL,AllPub,1Fam
1086,83500,4,5,3,6,1092,546,1973,RM,AllPub,TwnhsE
1087,252000,8,5,3,9,1953,1082,2005,FV,AllPub,1Fam
1088,137500,7,5,3,7,1709,970,2004,RM,AllPub,Twnhs
1089,197000,8,5,1,4,1247,1247,2005,FV,AllPub,TwnhsE
1090,92900,3,4,2,6,1040,0,1950,RL,AllPub,Duplex
1091,160000,7,5,2,4,1252,600,1999,FV,AllPub,Twnhs
1092,136500,6,5,4,7,1694,1181,1925,RL,AllPub,1Fam
1093,146000,5,8,1,6,1200,864,1965,RL,AllPub,1Fam
1094,129000,5,7,2,4,936,936,1956,RL,AllPub,1Fam
1095,176432,6,5,3,6,1314,1314,2006,RL,AllPub,1Fam
1096,127000,6,7,3,7,1355,684,1914,RM,AllPub,1Fam
1097,170000,8,5,2,5,1088,1074,1986,RL,AllPub,TwnhsE
1098,128000,4,6,3,6,1324,672,1936,RM,AllPub,1Fam
1099,157000,7,5,3,7,1601,1271,1978,RL,AllPub,1Fam
1100,60000,2,5,1,3,438,290,1920,RL,AllPub,1Fam
1101,119500,5,5,3,5,950,950,1971,RL,AllPub,1Fam
1102,135000,5,7,2,6,1134,1010,1960,RL,AllPub,1Fam
1103,159500,6,6,3,6,1194,655,1959,RL,AllPub,1Fam
1104,106000,5,5,3,6,1302,630,1970,RM,AllPub,TwnhsE
1105,325000,8,5,3,9,2622,1463,1994,RL,AllPub,1Fam
1106,179900,7,5,3,6,1442,910,1990,RL,AllPub,1Fam
1107,274725,7,5,3,9,2021,868,2006,RL,AllPub,1Fam
1108,181000,6,5,3,7,1690,924,2000,RL,AllPub,1Fam
1109,280000,8,5,3,7,1836,1836,2004,RL,AllPub,1Fam
1110,188000,6,5,3,8,1658,773,1995,RL,AllPub,1Fam
1111,205000,7,6,4,8,1964,803,1976,RL,AllPub,1Fam
1112,129900,5,7,2,5,816,816,1957,RL,AllPub,1Fam
1113,134500,5,7,2,6,1008,1008,1953,RL,AllPub,1Fam
1114,117000,5,7,2,4,833,833,1954,RL,AllPub,1Fam
1115,318000,8,5,3,7,1734,1734,2007,RL,AllPub,1Fam
1116,184100,8,5,3,7,1419,408,2002,RL,AllPub,1Fam
1117,130000,5,7,3,5,894,894,1967,RL,AllPub,1Fam
1118,140000,5,6,3,6,1601,533,1958,RL,AllPub,1Fam
1119,133700,5,5,3,6,1040,1040,1959,RL,AllPub,1Fam
1120,118400,6,5,2,6,1012,1012,1920,RM,AllPub,1Fam
1121,212900,7,5,3,7,1552,1552,2005,RL,AllPub,1Fam
1122,112000,4,3,3,5,960,672,1956,RL,AllPub,1Fam
1123,118000,5,9,2,4,698,698,1947,RL,AllPub,1Fam
1124,163900,7,5,3,7,1482,384,1992,RL,AllPub,1Fam
1125,115000,4,5,2,5,1005,1005,1955,RL,AllPub,1Fam
1126,174000,7,5,2,7,1555,1373,2007,RL,AllPub,TwnhsE
1127,259000,7,5,3,7,1530,1530,2004,RL,AllPub,1Fam
1128,215000,7,5,4,8,1959,847,2004,RL,AllPub,1Fam
1129,140000,5,5,2,4,936,936,1980,RM,AllPub,Duplex
1130,135000,4,3,4,7,1981,1122,1928,RL,AllPub,1Fam
1131,93500,5,5,3,5,974,974,1991,RL,AllPub,1Fam
1132,117500,6,4,5,8,2210,1008,1880,RM,AllPub,1Fam
1133,239500,8,5,3,8,2020,1128,1995,RL,AllPub,1Fam
1134,169000,6,5,3,7,1600,916,1997,RL,AllPub,1Fam
1135,102000,6,5,2,5,986,960,1926,RM,AllPub,1Fam
1136,119000,6,5,3,6,1252,1032,1950,RL,AllPub,1Fam
1137,94000,5,8,2,6,1020,780,1875,RL,AllPub,1Fam
1138,196000,6,5,2,5,1567,1567,1977,RL,AllPub,1Fam
1139,144000,5,5,3,6,1167,915,1920,RL,AllPub,1Fam
1140,139000,5,7,2,4,952,952,1951,RL,AllPub,1Fam
1141,197500,5,7,4,9,1868,780,1976,RL,AllPub,1Fam
1142,424870,8,5,4,11,2828,1466,2006,RL,AllPub,1Fam
1143,80000,5,3,3,5,1006,1006,1959,RL,AllPub,1Fam
1144,80000,4,4,2,5,924,672,1941,RL,AllPub,2fmCon
1145,149000,5,6,3,8,1576,1042,1928,RM,AllPub,1Fam
1146,180000,6,5,3,5,1298,1298,1985,RL,AllPub,1Fam
1147,174500,7,7,3,7,1564,704,1941,RL,AllPub,1Fam
1148,116900,7,7,2,5,1111,572,1926,RM,AllPub,1Fam
1149,143000,7,9,3,7,1482,650,1920,RM,AllPub,1Fam
1150,124000,6,5,2,4,932,932,1950,RL,AllPub,1Fam
1151,149900,5,4,3,6,1466,1466,1959,RL,AllPub,1Fam
1152,230000,6,7,2,6,1811,1073,1956,RL,AllPub,1Fam
1153,120500,6,8,2,5,816,816,1930,RM,AllPub,1Fam
1154,201800,7,6,4,8,1820,864,1965,RL,AllPub,1Fam
1155,218000,5,8,3,6,1437,1437,1976,RL,AllPub,1Fam
1156,179900,5,8,3,6,1265,1219,1965,RL,AllPub,1Fam
1157,230000,7,5,2,6,1314,1314,2007,RL,AllPub,Twnhs
1158,235128,8,5,3,7,1580,1580,2007,RL,AllPub,1Fam
1159,185000,6,6,4,8,1876,901,1974,RL,AllPub,1Fam
1160,146000,6,5,3,7,1456,855,1978,RL,AllPub,Twnhs
1161,224000,6,7,3,7,1640,1296,1954,RL,AllPub,1Fam
1162,129000,5,5,3,5,894,894,1968,RL,AllPub,1Fam
1163,108959,4,4,0,6,1258,1198,1969,RL,AllPub,Duplex
1164,194000,5,7,2,5,1432,1360,1978,RL,AllPub,1Fam
1165,233170,7,5,3,7,1502,1502,2009,RL,AllPub,1Fam
1166,245350,8,5,3,7,1694,1694,2008,RL,AllPub,1Fam
1167,173000,6,5,3,7,1671,959,2000,RL,AllPub,1Fam
1168,235000,6,7,4,7,2108,1127,1935,RL,AllPub,1Fam
1169,625000,10,5,4,10,3627,1930,1995,RL,AllPub,1Fam
1170,171000,6,6,3,6,1118,1096,1977,RL,AllPub,1Fam
1171,163000,6,6,3,6,1261,1261,1958,RL,AllPub,1Fam
1172,171900,7,5,2,5,1250,625,2006,FV,AllPub,TwnhsE
1173,200500,5,6,3,12,3086,1598,1946,RL,AllPub,1Fam
1174,239000,6,8,4,9,2345,952,1932,RL,AllPub,1Fam
1175,285000,8,5,4,9,2872,1683,1992,RL,AllPub,1Fam
1176,119500,5,5,3,5,923,876,1984,RL,AllPub,1Fam
1177,115000,6,8,3,5,1224,818,1926,RM,AllPub,1Fam
1178,154900,5,6,3,7,1343,731,1921,RL,AllPub,1Fam
1179,93000,5,5,3,5,1124,0,1954,RL,AllPub,1Fam
1180,250000,7,5,4,8,2514,1216,1990,RL,AllPub,1Fam
1181,392500,8,5,2,5,1652,1600,2008,RM,AllPub,TwnhsE
1182,745000,10,5,4,10,4476,2396,1996,RL,AllPub,1Fam
1183,120000,5,6,2,5,1130,1120,1920,RL,AllPub,1Fam
1184,186700,5,4,3,5,1572,1572,1963,RL,AllPub,1Fam
1185,104900,5,7,4,7,1221,784,1924,RL,AllPub,1Fam
1186,95000,3,5,3,7,1699,978,1900,RL,AllPub,2fmCon
1187,262000,8,5,2,5,1624,1624,1994,RL,AllPub,1Fam
1188,195000,7,5,3,7,1660,831,2002,RL,AllPub,1Fam
1189,189000,7,5,3,7,1804,994,1999,RL,AllPub,1Fam
1190,168000,4,4,3,7,1622,1249,1961,RL,AllPub,2fmCon
1191,174000,8,5,2,5,1441,776,1999,FV,AllPub,Twnhs
1192,125000,5,8,3,6,1472,702,1925,RM,AllPub,1Fam
1193,165000,6,5,2,5,1224,1224,1999,RM,AllPub,TwnhsE
1194,158000,6,7,4,7,1352,663,1969,RL,AllPub,1Fam
1195,176000,6,5,3,8,1456,728,2005,RL,AllPub,1Fam
1196,219210,7,5,4,9,1863,879,2006,RL,AllPub,1Fam
1197,144000,7,6,3,7,1690,815,1916,RM,AllPub,1Fam
